class,score,종목명,종목코드,시장,현재가,today_return,이유,mode
A,14,제일엠앤에스,412540,KOSDAQ,3935,393499999999999.94,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,삼부토건,001470,KOSPI,347,34700000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,NPX,222160,KOSDAQ,8040,803999999999999.9,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,IHQ,003560,KOSPI,10760,1076000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,아크솔루션스,203690,KOSDAQ,4425,442500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,자이글,234920,KOSDAQ,5310,531000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,테라사이언스,073640,KOSDAQ,654,65400000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,KH 건설,226360,KOSDAQ,2555,255500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,KH 미래물산,111870,KOSDAQ,8910,891000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,제일바이오,052670,KOSDAQ,2080,207999999999999.97,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,DGI,099520,KOSDAQ,1284,128400000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,EDGC,245620,KOSDAQ,415,41500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,에스디생명공학,217480,KOSDAQ,499,49899999999999.99,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,선도전기,007610,KOSPI,3000,300000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,지더블유바이텍,036180,KOSDAQ,577,57700000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,범양건영,002410,KOSPI,1935,193500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,이오플로우,294090,KOSDAQ,1490,149000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,알에프세미,096610,KOSDAQ,2965,296500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,웰바이오텍,010600,KOSPI,545,54499999999999.99,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,코스나인,082660,KOSDAQ,480,48000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,일진디스플,020760,KOSPI,902,90200000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,시큐레터,418250,KOSDAQ,6550,655000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,부산주공,005030,KOSPI,486,48600000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,이엔플러스,074610,KOSPI,511,51099999999999.99,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,셀피글로벌,068940,KOSDAQ,778,77800000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,국보,001140,KOSPI,2110,210999999999999.97,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,엔에이치스팩29호,451700,KOSDAQ,2105,210499999999999.97,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,에스엘에스바이오,246250,KOSDAQ,1969,196899999999999.97,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,세종메디칼,258830,KOSDAQ,412,41200000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,선샤인푸드,217620,KOSDAQ,3810,381000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,한창,005110,KOSPI,1254,125400000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,동성제약,002210,KOSPI,973,97300000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,스튜디오산타클로스,204630,KOSDAQ,4650,465000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,BF랩스,139050,KOSDAQ,2805,280500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,대산F&B,065150,KOSDAQ,145,14500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,한국유니온제약,080720,KOSDAQ,2725,272500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,비유테크놀러지,230980,KOSDAQ,229,22900000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,엔에이치스팩30호,466910,KOSDAQ,2135,213499999999999.97,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,바이온,032980,KOSDAQ,604,60400000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,KC그린홀딩스,009440,KOSPI,756,75600000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,피씨엘,241820,KOSDAQ,6040,604000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,노블엠앤비,106520,KOSDAQ,411,41100000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,퀀텀온,227100,KOSDAQ,612,61200000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,에이리츠,140910,KOSPI,3130,313000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,셀레스트라,352770,KOSDAQ,5250,525000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,드래곤플라이,030350,KOSDAQ,973,97300000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,메디콕스,054180,KOSDAQ,2295,229500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,에이디칩스,054630,KOSDAQ,1580,158000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,삼영이엔씨,065570,KOSDAQ,764,76400000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,장원테크,174880,KOSDAQ,2650,265000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,스타코링크,060240,KOSDAQ,1976,197599999999999.97,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,유안타제12호스팩,446150,KOSDAQ,2305,230500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,올리패스,244460,KOSDAQ,1651,165100000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,교보15호스팩,465320,KOSDAQ,2335,233500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,비엔케이제2호스팩,473370,KOSDAQ,2020,201999999999999.97,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,투비소프트,079970,KOSDAQ,596,59600000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,일양약품우,007575,KOSPI,12980,1298000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,더테크놀로지,043090,KOSDAQ,380,38000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,아이엠,101390,KOSDAQ,396,39600000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,13,해성산업1우,03481K,KOSDAQ,9850,29.78,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,12,KPX케미칼,025000,KOSPI,52900,5290000000000000.0,거래량 전일 3배↑; 장대양봉(몸통 70%+),initial
A,12,신한제12호스팩,474660,KOSDAQ,2100,209999999999999.97,거래량 전일 3배↑; 20일 고점 근접; 장대양봉(몸통 70%+),initial
A,12,교보17호스팩,489210,KOSDAQ,2115,0.95,거래량 전일 3배↑; 20일 고점 돌파; VCP(변동성 축소 후 거래량 회복),initial
A,11,LS마린솔루션,060370,KOSDAQ,33600,12.0,거래량 전일 3배↑; 장대양봉(몸통 70%+),initial
A,11,태웅,044490,KOSDAQ,29150,11.26,거래량 전일 3배↑; 장대양봉(몸통 70%+),initial
A,11,티엑스알로보틱스,484810,KOSDAQ,16790,10.75,거래량 전일 3배↑; 20일 고점 근접; 장대양봉(몸통 70%+),initial
A,11,에브리봇,270660,KOSDAQ,20900,5.03,거래량 전일 3배↑; 20일 고점 근접; 장대양봉(몸통 70%+),initial
A,11,뉴엔AI,463020,KOSDAQ,19790,9.94,거래량 전일 3배↑; 장대양봉(몸통 70%+),initial
A,11,유수홀딩스,000700,KOSPI,6180,4.22,거래량 전일 3배↑; 장대양봉(몸통 70%+),initial
A,11,세아특수강,019440,KOSPI,16110,3.4,거래량 전일 3배↑,initial
A,11,대주산업,003310,KOSDAQ,1662,8.27,거래량 전일 3배↑; 장대양봉(몸통 70%+),initial
A,11,비씨월드제약,200780,KOSDAQ,5240,6.94,거래량 전일 3배↑; 장대양봉(몸통 70%+),initial
A,11,교보16호스팩,482520,KOSDAQ,2095,209499999999999.97,거래량 전일 3배↑; 20일 고점 근접; 장대양봉(몸통 70%+),initial
A,10,HD현대미포,010620,KOSPI,223000,2.23e+16,거래량 전일 3배↑; 장대양봉(몸통 70%+),monitoring
A,10,삼영전자,005680,KOSPI,10780,2.57,거래량 전일 3배↑; 20일 고점 근접,initial
A,10,서진오토모티브,122690,KOSDAQ,2210,14.15,거래량 전일 3배↑; 장대양봉(몸통 70%+),initial
A,10,엑시큐어하이트론,019490,KOSPI,541,54099999999999.99,거래량 전일 3배↑; 장대양봉(몸통 70%+),initial
A,10,소프트센,032680,KOSDAQ,304,3.05,20일 고점 돌파; VCP(변동성 축소 후 거래량 회복),initial
A,10,엑스큐어,070300,KOSDAQ,1331,6.74,거래량 전일 3배↑; 장대양봉(몸통 70%+); VCP(변동성 축소 후 거래량 회복),initial
A,10,일정실업,008500,KOSPI,18550,1855000000000000.0,거래량 전일 3배↑; 장대양봉(몸통 70%+),initial
A,10,아이톡시,052770,KOSDAQ,247,24700000000000.0,거래량 전일 3배↑; 장대양봉(몸통 70%+),initial
A,9,쎄트렉아이,099320,KOSDAQ,56900,7.16,거래량 전일 3배↑,initial
A,9,경방,000050,KOSPI,11010,12.0,20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,9,대원전선,006340,KOSPI,3905,9.69,거래량 전일 3배↑; 장대양봉(몸통 70%+); VCP(변동성 축소 후 거래량 회복),initial
A,9,세방,004360,KOSPI,15350,2.33,거래량 전일 3배↑,initial
A,9,유니슨,018000,KOSDAQ,1274,5.29,거래량 전일 3배↑,initial
A,9,미원화학,134380,KOSPI,94100,0.11,20일 고점 돌파; VCP(변동성 축소 후 거래량 회복),initial
A,9,이구산업,025820,KOSPI,5210,2.56,거래량 전일 3배↑,initial
A,9,레이,228670,KOSDAQ,6750,11.2,거래량 전일 3배↑; VCP(변동성 축소 후 거래량 회복),initial
A,9,액트로,290740,KOSDAQ,8620,12.83,20일 고점 근접; 장대양봉(몸통 70%+),initial
A,9,에스지헬스케어,398120,KOSDAQ,3235,5.37,거래량 전일 3배↑; VCP(변동성 축소 후 거래량 회복),initial
A,9,한진칼우,18064K,KOSPI,37700,5.75,20일 고점 근접; 장대양봉(몸통 70%+); VCP(변동성 축소 후 거래량 회복),initial
A,9,대원전선우,006345,KOSPI,3790,6.01,거래량 전일 3배↑; 장대양봉(몸통 70%+); VCP(변동성 축소 후 거래량 회복),initial
A,9,유유제약2우B,000227,KOSPI,11100,0.73,거래량 전일 3배↑; 20일 고점 근접,initial
A,8,한화시스템,272210,KOSPI,51800,7.25,거래량 전일 3배↑,monitoring
A,8,비에이치아이,083650,KOSDAQ,60900,14.69,장대양봉(몸통 70%+),initial
A,8,클로봇,466100,KOSDAQ,62300,22.16,장대양봉(몸통 70%+),initial
A,8,명인제약,317450,KOSPI,77300,6.92,20일 고점 근접; 장대양봉(몸통 70%+),initial
A,8,삼표시멘트,038500,KOSDAQ,5380,13.14,20일 고점 돌파,initial
A,8,에이치브이엠,295310,KOSDAQ,31350,5.56,거래량 전일 3배↑,initial
A,8,대명에너지,389260,KOSDAQ,19400,4.47,거래량 전일 3배↑; 장대양봉(몸통 70%+),initial
A,8,나우로보틱스,459510,KOSDAQ,24450,7.71,장대양봉(몸통 70%+),initial
A,8,SG,255220,KOSDAQ,2690,2.28,거래량 전일 3배↑,initial
A,8,소룩스,290690,KOSDAQ,5520,15.48,거래량 전일 3배↑,initial
A,8,해성산업,034810,KOSDAQ,8400,3.32,거래량 전일 3배↑,initial
A,8,대동,000490,KOSPI,9940,2.79,거래량 전일 3배↑,initial
A,8,씨에스베어링,297090,KOSDAQ,6730,3.54,20일 고점 근접; VCP(변동성 축소 후 거래량 회복),initial
A,8,피앤에스로보틱스,460940,KOSDAQ,14110,15.66,거래량 전일 3배↑,initial
A,8,동양고속,084670,KOSPI,60900,6090000000000000.0,20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,8,메디아나,041920,KOSDAQ,9370,21.69,장대양봉(몸통 70%+),initial
A,8,파세코,037070,KOSDAQ,7860,1.55,20일 고점 돌파,initial
A,8,엠디바이스,226590,KOSDAQ,13700,7.54,거래량 전일 3배↑,initial
A,8,켄코아에어로스페이스,274090,KOSDAQ,10830,0.37,거래량 전일 3배↑,initial
A,8,동국S&C,100130,KOSDAQ,2090,2.96,20일 고점 근접,initial
A,8,케이피에프,024880,KOSDAQ,5620,4.85,20일 고점 근접; 장대양봉(몸통 70%+),initial
A,8,진흥기업,002780,KOSPI,720,6.98,거래량 전일 3배↑,initial
A,8,SG글로벌,001380,KOSPI,1937,3.42,20일 고점 근접; VCP(변동성 축소 후 거래량 회복),initial
A,8,아이엘,307180,KOSDAQ,3005,5.62,거래량 전일 3배↑,initial
A,8,크라우드웍스,355390,KOSDAQ,5270,7.55,거래량 전일 3배↑,initial
A,8,일월지엠엘,178780,KOSDAQ,3020,2.72,거래량 전일 3배↑; 20일 고점 근접; VCP(변동성 축소 후 거래량 회복),initial
A,8,서원,021050,KOSPI,1063,1.05,거래량 전일 3배↑,initial
A,8,에스제이그룹,306040,KOSDAQ,3800,10.14,장대양봉(몸통 70%+),initial
A,8,컬러레이,900310,KOSDAQ,607,3.58,거래량 전일 3배↑,initial
A,8,세방우,004365,KOSPI,9420,0.96,거래량 전일 3배↑; 20일 고점 근접; VCP(변동성 축소 후 거래량 회복),initial
A,8,KS인더스트리,101000,KOSDAQ,872,13.84,거래량 전일 3배↑,initial
A,8,로지시스,067730,KOSDAQ,2790,1.82,20일 고점 돌파,initial
A,8,THE E&M,089230,KOSDAQ,992,3.87,거래량 전일 3배↑,initial
A,8,플라즈맵,405000,KOSDAQ,6870,5.21,거래량 전일 3배↑; VCP(변동성 축소 후 거래량 회복),initial
A,8,티피씨글로벌,130740,KOSDAQ,1818,1.11,거래량 전일 3배↑,initial
A,8,에스케이증권제9호스팩,455910,KOSDAQ,2095,0.24,거래량 전일 3배↑; 20일 고점 근접; VCP(변동성 축소 후 거래량 회복),initial
A,7,한국항공우주,047810,KOSPI,115700,4.23,VCP(변동성 축소 후 거래량 회복),monitoring
A,7,현대건설,000720,KOSPI,77200,2.93,20일 고점 근접,monitoring
A,7,한진칼,180640,KOSPI,119200,6.71,20일 고점 근접; 장대양봉(몸통 70%+),monitoring
A,7,코리안리,003690,KOSPI,11900,4.11,20일 고점 근접; 장대양봉(몸통 70%+),initial
A,7,다우기술,023590,KOSPI,39950,7.25,장대양봉(몸통 70%+),initial
A,7,대신증권,003540,KOSPI,28400,6.17,장대양봉(몸통 70%+),initial
A,7,일동제약,249420,KOSPI,44200,8.07,장대양봉(몸통 70%+),initial
A,7,현대무벡스,319400,KOSDAQ,10870,5.33,장대양봉(몸통 70%+),initial
A,7,신도리코,029530,KOSPI,53400,4.71,장대양봉(몸통 70%+),initial
A,7,스피어,347700,KOSDAQ,11870,7.91,다중 조건 충족,initial
A,7,솔트룩스,304100,KOSDAQ,31850,2.91,다중 조건 충족,initial
A,7,에이스침대,003800,KOSDAQ,31800,2.25,거래량 전일 3배↑,initial
A,7,한진,002320,KOSPI,20600,2.49,20일 고점 근접,initial
A,7,TYM,002900,KOSPI,6550,2.5,다중 조건 충족,initial
A,7,아주IB투자,027360,KOSDAQ,2360,1.29,거래량 전일 3배↑,initial
A,7,한양증권,001750,KOSPI,19650,3.04,다중 조건 충족,initial
A,7,비츠로테크,042370,KOSDAQ,9110,2.94,다중 조건 충족,initial
A,7,CR홀딩스,000480,KOSPI,5040,0.2,거래량 전일 3배↑; 20일 고점 근접,initial
A,7,나무가,190510,KOSDAQ,16450,3.46,다중 조건 충족,initial
A,7,와이즈넛,096250,KOSDAQ,12830,6.74,20일 고점 근접; 장대양봉(몸통 70%+),initial
A,7,강스템바이오텍,217730,KOSDAQ,1699,-0.47,거래량 전일 3배↑,initial
A,7,오성첨단소재,052420,KOSDAQ,1573,0.58,거래량 전일 3배↑,initial
A,7,제이엘케이,322510,KOSDAQ,5880,24.58,20일 고점 근접; 장대양봉(몸통 70%+),initial
A,7,HS화성,002460,KOSPI,13490,2.9,20일 고점 근접,initial
A,7,CG인바이츠,083790,KOSDAQ,1577,-0.19,거래량 전일 3배↑; VCP(변동성 축소 후 거래량 회복),initial
A,7,인천도시가스,034590,KOSPI,26650,0.19,20일 고점 돌파; VCP(변동성 축소 후 거래량 회복),initial
A,7,큐라티스,348080,KOSDAQ,1429,8.34,장대양봉(몸통 70%+),initial
A,7,오르비텍,046120,KOSDAQ,4225,4.32,20일 고점 근접; 장대양봉(몸통 70%+); VCP(변동성 축소 후 거래량 회복),initial
A,7,지니너스,389030,KOSDAQ,3320,18.15,장대양봉(몸통 70%+),initial
A,7,한신기계,011700,KOSPI,3195,3.4,다중 조건 충족,initial
A,7,엔지켐생명과학,183490,KOSDAQ,1151,7.27,거래량 전일 3배↑,initial
A,7,무림페이퍼,009200,KOSPI,2060,0.98,거래량 전일 3배↑,initial
A,7,셀로맥스사이언스,471820,KOSDAQ,5840,9.77,거래량 전일 3배↑,initial
A,7,아이디피,332370,KOSDAQ,4975,-0.5,거래량 전일 3배↑; VCP(변동성 축소 후 거래량 회복),initial
A,7,PN풍년,024940,KOSDAQ,5910,5.35,장대양봉(몸통 70%+),initial
A,7,다산디엠씨,208860,KOSDAQ,1401,4.55,거래량 전일 3배↑,initial
A,7,위즈코프,038620,KOSDAQ,589,1.55,20일 고점 근접; VCP(변동성 축소 후 거래량 회복),initial
A,7,아이윈플러스,123010,KOSDAQ,1414,5.37,다중 조건 충족,initial
A,7,큐캐피탈,016600,KOSDAQ,247,1.23,거래량 전일 3배↑,initial
A,7,링크드,193250,KOSDAQ,419,1.21,거래량 전일 3배↑,initial
A,7,녹십자홀딩스2우,005257,KOSPI,28050,3.12,20일 고점 돌파,initial
A,7,인베니아,079950,KOSDAQ,1753,-6.66,거래량 전일 3배↑,initial
A,7,IBKS제24호스팩,469480,KOSDAQ,2225,0.45,거래량 전일 3배↑,initial
A,7,하나33호스팩,475250,KOSDAQ,2100,0.72,20일 고점 근접,initial
A,7,에스케이증권제12호스팩,473000,KOSDAQ,2050,0.0,거래량 전일 3배↑; 20일 고점 근접; VCP(변동성 축소 후 거래량 회복),initial
A,6,LG,003550,KOSPI,83700,1.58,다중 조건 충족,monitoring
A,6,한국금융지주,071050,KOSPI,165900,4.34,장대양봉(몸통 70%+),monitoring
A,6,삼성카드,029780,KOSPI,59300,6.85,20일 고점 근접; 장대양봉(몸통 70%+),monitoring
A,6,시프트업,462870,KOSPI,38800,2.11,VCP(변동성 축소 후 거래량 회복),initial
A,6,SNT다이내믹스,003570,KOSPI,46450,2.77,다중 조건 충족,initial
A,6,세아베스틸지주,001430,KOSPI,41000,3.54,다중 조건 충족,initial
A,6,SK오션플랜트,100090,KOSPI,19645,3.94,다중 조건 충족,initial
A,6,에이프릴바이오,397030,KOSDAQ,45450,5.45,VCP(변동성 축소 후 거래량 회복),initial
A,6,휴림로봇,090710,KOSDAQ,5810,4.12,VCP(변동성 축소 후 거래량 회복),initial
A,6,아이티켐,309710,KOSDAQ,45200,8.78,장대양봉(몸통 70%+),initial
A,6,지엔씨에너지,119850,KOSDAQ,34300,3.94,VCP(변동성 축소 후 거래량 회복),initial
A,6,퍼시스,016800,KOSPI,47050,2.17,다중 조건 충족,initial
A,6,현대차3우B,005389,KOSPI,204000,1.75,다중 조건 충족,initial
A,6,피노,033790,KOSDAQ,6410,4.23,VCP(변동성 축소 후 거래량 회복),initial
A,6,씨메스,475400,KOSDAQ,37200,6.13,VCP(변동성 축소 후 거래량 회복),initial
A,6,동국제강,460860,KOSPI,8660,1.88,다중 조건 충족,initial
A,6,INVENI,015360,KOSPI,69800,1.6,20일 고점 근접; VCP(변동성 축소 후 거래량 회복),initial
A,6,NH투자증권우,005945,KOSPI,19530,0.51,다중 조건 충족,initial
A,6,보성파워텍,006910,KOSDAQ,5630,5.43,다중 조건 충족,initial
A,6,헥토이노베이션,214180,KOSDAQ,16750,0.9,20일 고점 근접,initial
A,6,상신이디피,091580,KOSDAQ,15240,5.91,다중 조건 충족,initial
A,6,미창석유,003650,KOSPI,112600,1.53,다중 조건 충족,initial
A,6,유화증권,003460,KOSPI,2855,1.06,20일 고점 근접,initial
A,6,대한화섬,003830,KOSPI,122000,1.16,20일 고점 근접,initial
A,6,효성ITX,094280,KOSPI,12950,1.01,다중 조건 충족,initial
A,6,신라교역,004970,KOSPI,9370,0.97,다중 조건 충족,initial
A,6,루미르,474170,KOSDAQ,8010,0.5,거래량 전일 3배↑,initial
A,6,메가스터디,072870,KOSDAQ,11660,0.6,20일 고점 근접,initial
A,6,컨텍,451760,KOSDAQ,8510,-3.3,거래량 전일 3배↑,initial
A,6,티씨머티리얼즈,125020,KOSDAQ,3560,3.04,VCP(변동성 축소 후 거래량 회복),initial
A,6,레뷰코퍼레이션,443250,KOSDAQ,11070,-1.77,거래량 전일 3배↑; VCP(변동성 축소 후 거래량 회복),initial
A,6,현대이지웰,090850,KOSDAQ,5120,1.19,20일 고점 근접; VCP(변동성 축소 후 거래량 회복),initial
A,6,삼익악기,002450,KOSPI,1241,2.14,다중 조건 충족,initial
A,6,와이제이링크,209640,KOSDAQ,3850,6.94,VCP(변동성 축소 후 거래량 회복),initial
A,6,더블유에스아이,299170,KOSDAQ,2640,6.88,다중 조건 충족,initial
A,6,KTis,058860,KOSPI,2800,1.08,20일 고점 근접,initial
A,6,동일산업,004890,KOSPI,39600,-0.38,거래량 전일 3배↑; 20일 고점 근접; VCP(변동성 축소 후 거래량 회복),initial
A,6,호전실업,111110,KOSPI,8530,3.27,20일 고점 근접,initial
A,6,슈프리마에이치큐,094840,KOSDAQ,6610,0.76,20일 고점 근접,initial
A,6,우원개발,046940,KOSDAQ,3520,5.07,다중 조건 충족,initial
