테마번호,테마명,전일대비,최근3일등락률,상승,보합,하락,주도주1,주도주1코드,주도주2,주도주2코드,페이지
389,면역항암제,+2.23%,+0.23%,24,0,11,이뮨온시아,424870,압타바이오,293780,1
398,DMZ 평화공원,+2.21%,+0.14%,15,0,3,삼륭물산,014970,모헨즈,006920,1
581,탈 플라스틱(친환경/생분해성 등),+2.20%,+0.48%,7,0,1,삼륭물산,014970,디아이씨,092200,1
374,4대강 복원,+2.19%,-0.51%,7,0,1,혜인,003010,특수건설,026150,1
447,코로나19(진단키트),+2.19%,-0.01%,31,2,8,일동제약,249420,엑세스바이..,950130,1
524,모듈러주택,+2.09%,-0.41%,7,0,3,한신공영,004960,에스와이,109610,1
187,핵융합에너지,+2.04%,-0.70%,8,0,1,모비스,250060,고려제강,002240,1
448,코로나19(치료제/백신 개발 등),+2.04%,-0.16%,22,1,6,일동제약,249420,압타바이오,293780,1
378,건설기계,+2.01%,+0.41%,16,0,0,HD현대건..,267270,혜인,003010,1
474,쿠팡(coupang),+2.01%,+0.04%,17,1,3,KCTC,009070,ESR켄달..,365550,1
136,소매유통,+1.97%,-0.53%,14,1,5,세이브존I..,067830,현대백화점,069960,1
543,의료AI,+1.90%,+0.62%,20,0,10,스피어,347700,드림씨아이..,223250,1
197,폐기물처리,+1.83%,+0.08%,5,0,0,태영건설,009410,한솔홀딩스,004150,1
237,GTX(수도권 광역급행철도),+1.83%,-0.67%,22,0,3,HDC현대..,294870,태영건설,009410,1
540,비만치료제,+1.83%,+0.85%,25,1,9,일동제약,249420,올릭스,226950,1
436,코로나19(진단/치료제/백신 개발 등),+1.82%,-0.14%,57,3,14,일동제약,249420,엑세스바이..,950130,1
121,남북경협,+1.78%,-0.07%,19,1,9,재영솔루텍,049630,녹십자,006280,1
380,면세점,+1.70%,-0.50%,7,1,0,현대백화점,069960,신세계,004170,1
172,제약업체,+1.63%,+0.34%,68,2,17,일동제약,249420,녹십자,006280,1
200,우주항공산업(누리호/인공위성 등),+1.60%,+0.20%,23,0,8,스피어,347700,에이치브이..,295310,2
401,원자력발전소 해체,+1.60%,-0.79%,12,0,3,우진,105840,한전기술,052690,2
184,수자원(양적/질적 개선),+1.57%,-0.86%,24,1,2,태영건설,009410,하이스틸,071090,2
16,구제역/광우병 수혜,+1.56%,-0.18%,17,1,2,사조산업,007160,하림,136480,2
506,탈모 치료,+1.56%,+0.74%,15,1,4,피플바이오,304840,올릭스,226950,2
325,종합상사,+1.53%,-0.47%,6,0,2,효성티앤씨,298020,LX인터내..,001120,2
507,마이데이터,+1.53%,+0.26%,7,1,3,세종텔레콤,036630,NICE평..,030190,2
470,마이크로바이옴,+1.52%,-0.27%,12,1,4,지놈앤컴퍼..,314130,인트론바이..,048530,2
213,해저터널(지하화/지하도로 등),+1.51%,-0.15%,7,0,2,특수건설,026150,우원개발,046940,2
517,우크라이나 재건,+1.44%,+0.42%,29,2,5,누보,332290,HD현대건..,267270,2
41,카메라모듈/부품,+1.41%,+0.66%,17,1,9,재영솔루텍,049630,자화전자,033240,2
266,겨울,+1.41%,-0.33%,18,2,2,녹십자,006280,삼천리,004690,2
513,미용기기,+1.37%,-0.02%,13,0,4,클래시스,214150,달바글로벌,483650,2
580,유심(USIM),+1.36%,-0.60%,4,0,1,옴니시스템,057540,엑스큐어,070300,2
86,"주류업(주정, 에탄올 등)",+1.35%,-0.32%,10,3,0,롯데칠성,005300,무학,033920,2
585,김밥(냉동김밥 등),+1.34%,-0.20%,5,0,1,한성기업,003680,사조대림,003960,2
76,여름,+1.33%,-0.34%,20,2,6,DI동일,001530,롯데칠성,005300,2
108,"백신/진단시약/방역(신종플루, AI 등)",+1.33%,-0.22%,30,2,10,엑세스바이..,950130,녹십자,006280,2
408,마리화나(대마),+1.33%,-0.24%,8,0,2,한국비엔씨,256840,씨티씨바이..,060590,2
28,CCTV＆DVR,+1.29%,-0.14%,5,1,1,포커스에이..,331380,코콤,015710,2
176,도시가스,+1.28%,-0.55%,8,1,0,삼천리,004690,대성홀딩스,016710,2
13,리모델링/인테리어,+1.25%,-0.83%,16,2,6,에넥스,011090,대림바스,005750,2
294,슈퍼박테리아,+1.24%,-0.52%,5,1,3,인트론바이..,048530,동아에스티,170900,2
427,"구충제(펜벤다졸, 이버멕틴 등)",+1.23%,+0.24%,6,0,3,명문제약,017180,신풍제약,019170,2
147,여행,+1.22%,-0.30%,8,1,0,롯데관광개..,032350,참좋은여행,094850,2
47,카지노,+1.21%,+0.36%,3,0,3,롯데관광개..,032350,토비스,051360,2
36,해운,+1.20%,-1.15%,5,1,0,대한해운,005880,팬오션,028670,2
313,남-북-러 가스관사업,+1.20%,-0.15%,12,1,1,하이스틸,071090,화성밸브,039610,2
397,보톡스(보툴리눔톡신),+1.20%,-0.51%,10,0,3,한국비엔씨,256840,휴메딕스,200670,2
520,피팅(관이음쇠)/밸브,+1.20%,-0.62%,6,2,1,화성밸브,039610,한선엔지니..,452280,2
48,영화,+1.19%,-0.05%,8,1,3,CJ CG..,079160,콘텐트리중..,036420,2
66,줄기세포,+1.11%,-0.92%,13,0,5,코아스템켐..,166480,제일약품,271980,2
32,패션/의류,+1.09%,-0.02%,36,4,19,젝시믹스,337930,SG세계물..,004060,2
487,건강기능식품,+1.06%,+0.08%,28,3,13,압타바이오,293780,아미코젠,092040,2
362,자율주행차,+1.04%,+0.30%,34,1,23,넥스트칩,396270,엣지파운드..,105550,2
415,그래핀,+1.02%,-0.09%,10,0,3,덕산하이메..,077360,오리엔트정..,065500,2
574,2025 상반기 신규상장,+1.00%,-0.17%,25,2,22,이뮨온시아,424870,대진첨단소..,393970,2
234,보안주(물리),+0.99%,-0.24%,11,1,7,포커스에이..,331380,이랜시스,264850,2
175,의료기기,+0.97%,+0.19%,56,3,29,제이엘케이,322510,바이오다인,314930,2
377,치매,+0.94%,+0.52%,33,0,16,삼성제약,001360,피플바이오,304840,2
571,밸류업(25년 기업가치 제고계획 발표),+0.93%,-0.06%,48,2,33,삼성화재,000810,넥스트칩,396270,3
204,비료,+0.92%,+0.34%,6,0,3,누보,332290,조비,001550,3
464,콜드체인(저온 유통),+0.92%,-0.37%,8,1,3,지씨셀,144510,태경케미컬,006890,3
417,아프리카 돼지열병(ASF),+0.90%,-0.05%,23,1,7,셀레믹스,331920,하림,136480,3
250,철도,+0.89%,-0.06%,29,2,11,특수건설,026150,우리넷,115440,3
223,강관업체(Steel pipe),+0.88%,-0.21%,8,1,2,하이스틸,071090,금강공업,014280,3
435,재택근무/스마트워크,+0.88%,-0.33%,10,1,5,세종텔레콤,036630,휴네시온,290270,3
319,화학섬유,+0.87%,-0.30%,4,0,2,효성티앤씨,298020,태광산업,003240,3
311,고령화 사회(노인복지),+0.86%,+0.29%,23,2,10,인바디,041830,피앤에스로..,460940,3
468,화이자(PFIZER),+0.86%,-0.70%,3,1,1,제일약품,271980,대한약품,023910,3
113,음식료업종,+0.84%,-0.32%,43,6,16,롯데칠성,005300,신세계푸드,031440,3
349,드론(Drone),+0.84%,-0.07%,17,1,10,베셀,177350,스마트레이..,424960,3
421,日제품 불매운동(수혜),+0.84%,-0.01%,10,5,5,BYC,001460,크라운해태..,005740,3
426,양자암호/양자컴퓨팅,+0.84%,+0.07%,12,2,10,아이윈플러..,123010,아이티센피..,232830,3
60,육계,+0.83%,-0.17%,6,0,3,하림,136480,마니커,027740,3
40,휴대폰부품,+0.81%,-0.04%,24,5,15,재영솔루텍,049630,모다이노칩,080420,3
56,NI(네트워크통합),+0.80%,-0.24%,5,1,1,오픈베이스,049480,아이티센씨..,031820,3
104,스마트홈(홈네트워크),+0.80%,+0.59%,12,0,11,피에스텍,002230,한울소재과..,091440,3
400,조림사업,+0.79%,-0.72%,8,1,2,성창기업지..,000180,동신건설,025950,3
210,자전거,+0.78%,-0.67%,3,0,0,빅텍,065450,삼천리자전..,024950,3
346,메르스 코로나 바이러스,+0.78%,-0.06%,13,0,7,PKC,001340,바이오니아,064550,3
279,스마트폰,+0.77%,-0.23%,28,5,30,육일씨엔에..,191410,자화전자,033240,3
335,재난/안전(지진/화재 등),+0.77%,-0.23%,13,3,4,HDC현대..,089470,한국종합기..,023350,3
205,원자력발전,+0.74%,-0.78%,36,3,11,우진,105840,한전기술,052690,3
290,"스포츠행사 수혜(올림픽, 월드컵 등)",+0.74%,-0.16%,5,2,2,하림,136480,마니커,027740,3
229,스마트그리드(지능형전력망),+0.72%,+0.28%,10,1,9,피에스텍,002230,옴니시스템,057540,3
537,초전도체,+0.72%,+0.08%,9,1,5,모비스,250060,고려제강,002240,3
72,철강 중소형,+0.69%,+0.08%,25,2,10,하이스틸,071090,제이스코홀..,023440,3
519,네옴시티,+0.68%,-0.04%,16,0,10,성신양회,004980,에스와이,109610,3
582,스테이블코인,+0.68%,+0.66%,12,2,8,아이티센피..,232830,아이티센글..,124500,3
38,홈쇼핑,+0.63%,-0.59%,3,0,2,태광산업,003240,현대홈쇼핑,057050,3
206,농업,+0.63%,+0.17%,14,1,7,누보,332290,우듬지팜,403490,3
111,지주사,+0.62%,+0.03%,75,5,46,하림지주,003380,영원무역홀..,009970,3
139,출산장려정책,+0.62%,-0.11%,11,0,10,예림당,036000,캐리소프트,317530,3
171,비철금속,+0.62%,-0.10%,14,2,10,DI동일,001530,고려아연,010130,3
334,사물인터넷,+0.62%,-0.09%,19,0,10,유진로봇,056080,한울소재과..,091440,3
323,셰일가스(Shale Gas),+0.60%,-1.03%,7,1,3,SH에너지..,002360,비에이치아..,083650,3
27,자동차부품,+0.59%,-0.41%,90,8,47,육일씨엔에..,191410,엣지파운드..,105550,3
242,탄소나노튜브(CNT),+0.59%,-0.01%,3,0,2,오픈베이스,049480,상보,027580,3
326,3D 프린터,+0.58%,+1.66%,8,0,3,티앤알바이..,246710,모아텍,033200,3
568,코리아 밸류업 지수(Korea Value-up Index),+0.56%,-0.23%,45,3,52,삼성화재,000810,롯데칠성,005300,4
105,사료,+0.55%,-0.20%,10,3,5,애드바이오..,179530,씨티씨바이..,060590,4
566,딥페이크(deepfake),+0.55%,-0.22%,6,1,7,에스피소프..,443670,시선AI,340810,4
575,지역화폐,+0.54%,+0.05%,4,0,1,쿠콘,294570,유라클,088340,4
557,유리 기판,+0.53%,+0.58%,13,0,7,태성,323280,아이비젼웍..,469750,4
576,퓨리오사AI,+0.53%,+0.79%,6,0,5,아이티센글..,124500,나우IB,293580,4
63,제지,+0.51%,-0.14%,11,1,2,해성산업,034810,깨끗한나라,004540,4
123,전력설비,+0.51%,-0.68%,20,1,12,바이오스마..,038460,일진전기,103590,4
373,5G(5세대 이동통신),+0.51%,-0.08%,30,2,21,오이솔루션,138080,대한광통신,010170,4
99,지능형로봇/인공지능(AI),+0.50%,+0.24%,29,1,34,유디엠텍,389680,유진로봇,056080,4
500,폐배터리,+0.50%,+1.02%,10,0,10,킵스파마,256940,아이에스동..,010780,4
241,바이오시밀러(복제 바이오의약품),+0.49%,+0.86%,14,0,7,녹십자,006280,한미약품,128940,4
392,스마트팩토리(스마트공장),+0.49%,+0.58%,20,1,17,라온테크,232680,아진엑스텍,059120,4
481,마켓컬리(kurly),+0.49%,+0.07%,7,1,2,SK네트웍..,001740,태경케미컬,006890,4
492,NFT(대체불가토큰),+0.49%,-0.32%,12,2,6,FSN,214270,에이스토리,241840,4
483,야놀자(Yanolja),+0.47%,-0.26%,3,1,1,아주IB투..,027360,한화생명,088350,4
328,제습기,+0.46%,-0.01%,6,0,2,코웨이,021240,쿠쿠홈시스,284740,4
402,아스콘(아스팔트 콘크리트),+0.46%,+0.01%,6,0,3,유진기업,023410,아이티센씨..,031820,4
564,전기차 화재 방지(배터리 열폭주 등),+0.46%,+0.46%,14,2,13,엣지파운드..,105550,태성,323280,4
92,통신장비,+0.45%,+0.12%,28,1,15,오이솔루션,138080,옵티코어,380540,4
178,전선,+0.45%,-0.62%,3,0,5,일진전기,103590,KBI메탈,024840,4
488,웹툰,+0.45%,-0.73%,10,1,4,조이시티,067000,엔비티,236810,4
174,치아 치료(임플란트 등),+0.44%,-0.18%,9,1,4,나이벡,138610,레이,228670,4
170,골판지 제조,+0.43%,+0.09%,6,1,3,태림포장,011280,한솔홀딩스,004150,4
462,UAM(도심항공모빌리티),+0.42%,-0.10%,13,2,10,베셀,177350,켄코아에어..,274090,4
285,마스크,+0.41%,-0.10%,15,0,8,녹십자엠에..,142280,코데즈컴바..,047770,4
316,엔젤산업,+0.37%,-0.34%,12,0,13,예림당,036000,오로라,039830,4
52,교육/온라인 교육,+0.36%,-0.23%,17,4,7,캐리소프트,317530,아이스크림..,289010,4
59,광고,+0.36%,-0.25%,14,2,9,FSN,214270,HS애드,035000,4
289,증강현실(AR),+0.36%,-0.22%,9,0,12,텔레칩스,054450,버넥트,438700,4
452,코로나19(음압병실/음압구급차),+0.36%,-0.75%,4,1,2,에스와이,109610,오텍,067170,4
82,태풍 및 장마,+0.35%,+0.12%,5,0,5,하이드로리..,101670,조비,001550,4
480,메타버스(Metaverse),+0.35%,-0.01%,18,3,28,SKAI,357880,버넥트,438700,4
393,갤럭시 부품주,+0.34%,-0.28%,20,1,18,자화전자,033240,뉴프렉스,085670,4
521,애플페이,+0.33%,-0.37%,7,0,1,KG모빌리..,046440,NICE,034310,4
539,맥신(MXene),+0.33%,-0.20%,5,0,5,경동인베스..,012320,휴비스,079980,4
31,환율하락 수혜,+0.31%,-0.26%,12,2,9,혜인,003010,고려아연,010130,4
297,공작기계,+0.30%,+1.08%,10,0,3,에이비프로..,195990,넥스턴앤롤..,089140,4
497,토스(toss),+0.30%,-0.72%,3,1,2,이월드,084680,엔비티,236810,4
489,카카오뱅크(kakao BANK),+0.29%,-0.88%,6,2,3,이니텍,053350,한세예스2..,016450,4
128,엔터테인먼트,+0.27%,-0.29%,17,2,11,큐브엔터,182360,콘텐트리중..,036420,5
567,밸류업(24년 기업가치 제고계획 발표),+0.27%,-0.14%,40,8,45,롯데칠성,005300,현대지에프..,005440,5
514,전기차(충전소/충전기),+0.26%,+0.06%,13,1,12,피에스텍,002230,토비스,051360,5
307,시스템반도체,+0.25%,-0.14%,25,1,28,넥스트칩,396270,텔레칩스,054450,5
228,국내 상장 중국기업,+0.24%,-0.25%,5,0,6,로스웰,900260,씨엑스아이,900120,5
127,영상콘텐츠,+0.23%,-0.17%,21,1,12,콘텐트리중..,036420,위지윅스튜..,299900,5
167,타이어,+0.23%,-0.35%,5,0,5,효성티앤씨,298020,넥센타이어,002350,5
529,AI 챗봇(챗GPT 등),+0.23%,+0.29%,18,3,9,SKAI,357880,에스피소프..,443670,5
119,창투사,+0.20%,-0.02%,9,2,9,나우IB,293580,아주IB투..,027360,5
341,밥솥,+0.20%,-0.55%,3,0,2,쿠쿠홀딩스,192400,신일전자,002700,5
19,황사/미세먼지,+0.19%,+0.08%,14,1,10,성창오토텍,080470,롯데하이마..,071840,5
531,STO(토큰증권 발행),+0.19%,0.00%,12,3,10,아이티센글..,124500,헥토파이낸..,234340,5
381,LNG(액화천연가스),+0.18%,-0.39%,12,3,12,HD현대인..,042670,삼천리,004690,5
342,핀테크(FinTech),+0.15%,+0.13%,19,1,12,아이티센피..,232830,이니텍,053350,5
422,日 수출 규제(국산화 등),+0.15%,+0.71%,8,0,12,삼륭물산,014970,경인양행,012610,5
55,보안주(정보),+0.13%,+0.52%,28,2,21,신시웨이,290560,아이티센피..,232830,5
343,인터넷은행,+0.13%,-0.49%,17,2,11,NICE평..,030190,이니텍,053350,5
504,요소수,+0.13%,+0.21%,2,2,1,KG케미칼,001390,유니온머티..,047400,5
505,로봇(산업용/협동로봇 등),+0.13%,+1.04%,24,2,30,라온테크,232680,이랜시스,264850,5
496,골프,+0.11%,-0.04%,9,0,6,KX,122450,베뉴지,019010,5
188,풍력에너지,+0.10%,-0.02%,21,1,14,한전기술,052690,현대건설,000720,5
232,미디어(방송/신문),+0.09%,+0.03%,6,1,5,콘텐트리중..,036420,티비씨,033830,5
287,PCB(FPCB 등),+0.09%,+0.46%,13,1,16,태성,323280,와이제이링..,209640,5
17,SI(시스템통합),+0.08%,+0.17%,16,2,12,아이티센글..,124500,다우기술,023590,5
106,바이오인식(생체인식),+0.07%,-0.09%,10,1,8,아이티센피..,232830,파트론,091700,5
321,무선충전기술,+0.07%,+0.13%,6,1,5,LG이노텍,011070,위츠,459100,5
144,방위산업/전쟁 및 테러,+0.04%,+0.26%,33,1,27,대한광통신,010170,혜인,003010,5
324,일자리(취업),+0.04%,-0.39%,4,1,5,윌비스,008600,아이비김영,339950,5
379,항공기부품,+0.04%,-0.03%,8,0,6,켄코아에어..,274090,한국카본,017960,5
166,항공/저가 항공사(LCC),+0.03%,+0.50%,3,1,5,티웨이홀딩..,004870,AK홀딩스,006840,5
387,블록체인,+0.02%,-0.17%,9,2,12,아이티센글..,124500,이니텍,053350,5
94,조선기자재,+0.01%,+0.04%,14,3,16,씨피시스템,413630,비엠티,086670,5
269,LED장비,-0.01%,-0.30%,4,1,6,예스티,122640,기가레인,049080,5
511,니켈,-0.01%,-0.09%,5,1,9,제이스코홀..,023440,LX인터내..,001120,5
62,철강 주요종목,-0.03%,+0.65%,5,0,6,고려제강,002240,대한제강,084010,5
288,모바일솔루션(스마트폰),-0.04%,+0.14%,13,0,10,키네마스터,139670,브레인즈컴..,099390,5
8,화폐/금융자동화기기(디지털화폐 등),-0.05%,-0.08%,3,0,7,프리엠스,053160,케이씨티,089150,5
276,클라우드 컴퓨팅,-0.06%,-0.26%,17,0,19,에스피소프..,443670,오픈베이스,049480,5
332,스마트카(SMART CAR),-0.07%,-0.28%,7,1,5,모바일어플..,087260,LG이노텍,011070,5
9,OLED(유기 발광 다이오드),-0.08%,+0.04%,34,3,43,킵스파마,256940,베셀,177350,5
352,가상현실(VR),-0.09%,-0.54%,15,1,13,케이이엠텍,106080,위지윅스튜..,299900,6
384,편의점,-0.09%,+0.01%,1,0,4,유성티엔에..,024800,BGF리테..,282330,6
45,캐릭터상품,-0.10%,-0.71%,6,0,3,오로라,039830,캐리소프트,317530,6
348,삼성페이,-0.10%,-0.32%,14,0,12,삼성카드,029780,파트론,091700,6
375,4차산업 수혜주,-0.10%,-0.03%,19,0,22,아진엑스텍,059120,알에스오토..,140670,6
445,2차전지(장비),-0.11%,+0.48%,25,0,23,아이비젼웍..,469750,하나기술,299030,6
545,온디바이스 AI,-0.11%,-0.04%,9,1,14,텔레칩스,054450,태성,323280,6
110,화장품,-0.12%,-0.15%,48,2,42,지놈앤컴퍼..,314130,클래시스,214150,6
525,렌터카,-0.12%,-0.13%,2,0,2,레드캡투어,038390,케이카,381970,6
151,증권,-0.13%,-0.83%,8,4,9,다올투자증..,030210,LS증권,078020,6
382,플렉서블 디스플레이,-0.13%,+0.13%,8,0,16,브이원텍,251630,필옵틱스,161580,6
501,리비안(RIVIAN),-0.17%,+0.28%,11,0,10,상신이디피,091580,대유에이텍,002880,6
302,음성인식,-0.18%,-0.11%,6,1,4,가온그룹,078890,파트론,091700,6
386,수소차(연료전지/부품/충전소 등),-0.18%,-0.40%,35,3,34,티에이치엔,019180,비나텍,126340,6
446,2차전지(소재/부품),-0.18%,+0.71%,29,4,44,DI동일,001530,대진첨단소..,393970,6
12,반도체 장비,-0.19%,+0.06%,36,3,51,라온테크,232680,아스플로,159010,6
49,인터넷 대표주,-0.20%,-0.96%,0,1,1,카카오,035720,NAVER,035420,6
227,전기차,-0.20%,+0.51%,40,5,53,엣지파운드..,105550,피에스텍,002230,6
385,키오스크(KIOSK),-0.20%,-0.48%,3,1,6,케이씨티,089150,씨아이테크,004920,6
272,전자결제(전자화폐),-0.21%,-0.15%,8,0,5,쿠콘,294570,KG모빌리..,046440,6
64,2차전지,-0.22%,+0.66%,63,4,77,DI동일,001530,대진첨단소..,393970,6
152,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS),-0.23%,+0.36%,7,2,8,동방,004140,후성,093370,6
18,전자파,-0.25%,+0.08%,6,0,6,제너셈,217190,다산솔루에..,154040,6
30,조선,-0.29%,+0.69%,4,1,3,대한조선,439260,HD한국조..,009540,6
284,기업인수목적회사(SPAC),-0.30%,-0.35%,15,31,35,IBKS제..,448760,대신밸런스..,471050,6
268,전기자전거,-0.31%,+0.80%,4,0,1,삼천리자전..,024950,에스피지,058610,6
404,폴더블폰,-0.33%,-0.03%,10,0,14,에스코넥,096630,파인엠텍,441270,6
270,모바일콘텐츠(스마트폰/태블릿PC),-0.35%,+0.20%,18,2,13,다산디엠씨,208860,KT밀리의..,418470,6
329,전력저장장치(ESS),-0.35%,+0.01%,17,1,23,알에스오토..,140670,비나텍,126340,6
191,태양광에너지,-0.36%,+0.16%,19,1,26,혜인,003010,알에스오토..,140670,6
534,페라이트,-0.36%,0.00%,7,0,7,씨큐브,101240,태경산업,015890,6
165,은행,-0.42%,-0.93%,2,1,7,KB금융,105560,제주은행,006220,6
298,희귀금속(희토류 등),-0.42%,-0.12%,5,1,8,그린리소스,402490,노바텍,285490,6
310,리츠(REITs),-0.47%,-0.08%,3,3,17,ESR켄달..,365550,이지스밸류..,334890,6
265,모바일게임(스마트폰),-0.48%,-0.58%,9,3,26,조이시티,067000,카카오게임..,293490,6
559,고체산화물 연료전지(SOFC),-0.48%,-0.80%,3,1,7,한선엔지니..,452280,비에이치아..,083650,6
331,가상화폐(비트코인 등),-0.49%,-0.83%,8,2,14,FSN,214270,KG모빌리..,046440,6
503,2차전지(LFP/리튬인산철),-0.51%,+0.54%,4,0,8,LG에너지..,373220,파워넷,037030,6
42,게임,-0.53%,-0.55%,8,3,21,조이시티,067000,손오공,066910,6
523,리튬,-0.53%,+0.90%,10,0,13,앱튼,270520,새빗켐,107600,6
390,마이크로 LED,-0.54%,-0.02%,5,1,5,큐에스아이,066310,영우디에스..,143540,7
405,MLCC(적층세라믹콘덴서),-0.55%,+0.34%,5,0,5,코칩,126730,삼화콘덴서,001820,7
283,생명보험,-0.58%,-0.38%,3,0,2,코리안리,003690,동양생명,082640,7
536,HBM(고대역폭메모리),-0.58%,-0.19%,9,2,17,오로스테크..,322310,제너셈,217190,7
14,반도체 재료/부품,-0.59%,+0.14%,19,3,40,HLB이노..,024850,에이치브이..,295310,7
556,뉴로모픽 반도체,-0.62%,+0.19%,2,0,5,자람테크놀..,389020,앤씨앤,092600,7
98,음원/음반,-0.64%,+0.52%,5,1,9,판타지오,032800,드림어스컴..,060570,7
317,SNS(소셜네트워크서비스),-0.68%,+0.47%,4,2,4,유엔젤,072130,갤럭시아머..,094480,7
388,아이폰,-0.70%,+0.15%,6,0,14,LX세미콘,108320,LG이노텍,011070,7
579,2차전지(나트륨이온),-0.70%,+1.63%,3,1,5,디아이씨,092200,LG에너지..,373220,7
527,윤활유,-0.71%,-0.15%,3,0,4,미창석유,003650,극동유화,014530,7
482,두나무(Dunamu),-0.72%,-0.65%,2,1,8,DSC인베..,241520,신성이엔지,011930,7
33,LED,-0.80%,+0.75%,21,1,17,파커스,065690,아이엘,307180,7
583,2025 하반기 신규상장,-0.87%,-0.12%,15,3,33,이지스,261520,프로티나,468530,7
126,통신,-0.93%,-0.54%,0,0,3,SK텔레콤,017670,KT,030200,7
97,RFID(NFC 등),-0.95%,-0.53%,6,0,12,엑스큐어,070300,파트론,091700,7
112,공기청정기,-0.98%,+2.20%,7,1,4,코웨이,021240,쿠쿠홈시스,284740,7
180,석유화학,-1.00%,+0.31%,4,1,12,태광산업,003240,한화솔루션,009830,7
370,3D 낸드(NAND),-1.01%,-0.22%,5,0,13,한양이엔지,045100,디엔에프,092070,7
472,2차전지(전고체),-1.01%,+0.68%,10,1,19,하나기술,299030,아이엘,307180,7
547,CXL(컴퓨트익스프레스링크),-1.08%,-0.04%,3,0,10,엑시콘,092870,국순당,043650,7
155,반도체 대표주(생산),-1.31%,+1.08%,1,0,2,DB하이텍,000990,삼성전자,005930,7
173,IT 대표주,-1.37%,-0.02%,2,0,4,삼성에스디..,018260,LG전자,066570,7
560,냉각시스템(액침냉각 등),-1.49%,-0.21%,1,0,10,LG전자,066570,워트,396470,7
159,자동차 대표주,-1.80%,-0.83%,0,0,7,현대모비스,012330,기아,000270,7
449,2차전지(생산),-1.89%,+0.98%,1,0,2,LG에너지..,373220,삼성SDI,006400,7
185,정유,-1.91%,0.00%,0,0,3,GS,078930,S-Oil,010950,7
