class,score,종목명,종목코드,시장,현재가,today_return,이유,mode
A,14,KH 필룩스,033180,KOSPI,5310,531000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,시스웍,269620,KOSDAQ,889,88900000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,DKME,015590,KOSPI,515,51499999999999.99,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,플래스크,041590,KOSDAQ,2370,237000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,STX,011810,KOSPI,3530,353000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,KC코트렐,119650,KOSPI,918,91800000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,씨씨에스,066790,KOSDAQ,1493,149300000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,하이로닉,149980,KOSDAQ,5090,509000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,아이큐어,175250,KOSDAQ,2170,216999999999999.97,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,제일엠앤에스,412540,KOSDAQ,3935,393499999999999.94,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,삼부토건,001470,KOSPI,347,34700000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,NPX,222160,KOSDAQ,8040,803999999999999.9,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,아크솔루션스,203690,KOSDAQ,4425,442500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,IHQ,003560,KOSPI,10760,1076000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,자이글,234920,KOSDAQ,5310,531000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,테라사이언스,073640,KOSDAQ,654,65400000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,KH 건설,226360,KOSDAQ,2555,255500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,KH 미래물산,111870,KOSDAQ,8910,891000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,제일바이오,052670,KOSDAQ,2080,207999999999999.97,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,EDGC,245620,KOSDAQ,415,41500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,DGI,099520,KOSDAQ,1284,128400000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,에스디생명공학,217480,KOSDAQ,499,49899999999999.99,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,지더블유바이텍,036180,KOSDAQ,577,57700000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,선도전기,007610,KOSPI,3000,300000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,범양건영,002410,KOSPI,1935,193500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,이오플로우,294090,KOSDAQ,1490,149000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,알에프세미,096610,KOSDAQ,2965,296500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,웰바이오텍,010600,KOSPI,545,54499999999999.99,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,코스나인,082660,KOSDAQ,480,48000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,일진디스플,020760,KOSPI,902,90200000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,시큐레터,418250,KOSDAQ,6550,655000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,부산주공,005030,KOSPI,486,48600000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,이엔플러스,074610,KOSPI,511,51099999999999.99,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,카이노스메드,284620,KOSDAQ,1087,108699999999999.98,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,셀피글로벌,068940,KOSDAQ,778,77800000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,국보,001140,KOSPI,2110,210999999999999.97,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,엔에이치스팩29호,451700,KOSDAQ,2105,210499999999999.97,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,에스엘에스바이오,246250,KOSDAQ,1969,196899999999999.97,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,세종메디칼,258830,KOSDAQ,412,41200000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,선샤인푸드,217620,KOSDAQ,3810,381000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,한창,005110,KOSPI,1254,125400000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,동성제약,002210,KOSPI,973,97300000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,BF랩스,139050,KOSDAQ,2805,280500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,스튜디오산타클로스,204630,KOSDAQ,4650,465000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,대산F&B,065150,KOSDAQ,145,14500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,한국유니온제약,080720,KOSDAQ,2725,272500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,비유테크놀러지,230980,KOSDAQ,229,22900000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,엔에이치스팩30호,466910,KOSDAQ,2135,213499999999999.97,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,바이온,032980,KOSDAQ,604,60400000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,KC그린홀딩스,009440,KOSPI,756,75600000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,피씨엘,241820,KOSDAQ,6040,604000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,스타에스엠리츠,204210,KOSPI,2035,203499999999999.97,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),initial
A,14,퀀텀온,227100,KOSDAQ,612,61200000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,에이리츠,140910,KOSPI,3130,313000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,셀레스트라,352770,KOSDAQ,5250,525000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,드래곤플라이,030350,KOSDAQ,973,97300000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,메디콕스,054180,KOSDAQ,2295,229500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,에이디칩스,054630,KOSDAQ,1580,158000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,스타코링크,060240,KOSDAQ,1976,197599999999999.97,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,삼영이엔씨,065570,KOSDAQ,764,76400000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,장원테크,174880,KOSDAQ,2650,265000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,유안타제12호스팩,446150,KOSDAQ,2305,230500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,올리패스,244460,KOSDAQ,1651,165100000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,비엔케이제2호스팩,473370,KOSDAQ,2020,201999999999999.97,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,투비소프트,079970,KOSDAQ,596,59600000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,교보15호스팩,465320,KOSDAQ,2335,233500000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,일양약품우,007575,KOSPI,12980,1298000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,더테크놀로지,043090,KOSDAQ,380,38000000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,14,아이엠,101390,KOSDAQ,396,39600000000000.0,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,13,해성산업1우,03481K,KOSDAQ,9850,29.78,거래량 전일 3배↑; 20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,12,KPX케미칼,025000,KOSPI,52900,5290000000000000.0,거래량 전일 3배↑; 장대양봉(몸통 70%+),monitoring
A,12,신한제12호스팩,474660,KOSDAQ,2100,209999999999999.97,거래량 전일 3배↑; 20일 고점 근접; 장대양봉(몸통 70%+),monitoring
A,12,교보17호스팩,489210,KOSDAQ,2115,0.95,거래량 전일 3배↑; 20일 고점 돌파; VCP(변동성 축소 후 거래량 회복),monitoring
A,11,LS마린솔루션,060370,KOSDAQ,33550,11.83,거래량 전일 3배↑; 장대양봉(몸통 70%+),monitoring
A,11,태웅,044490,KOSDAQ,29250,11.64,거래량 전일 3배↑; 장대양봉(몸통 70%+),monitoring
A,11,티엑스알로보틱스,484810,KOSDAQ,16900,11.48,거래량 전일 3배↑; 20일 고점 근접; 장대양봉(몸통 70%+),monitoring
A,11,에브리봇,270660,KOSDAQ,20900,5.03,거래량 전일 3배↑; 20일 고점 근접; 장대양봉(몸통 70%+),monitoring
A,11,이구산업,025820,KOSPI,5250,3.35,거래량 전일 3배↑; 20일 고점 근접,monitoring
A,11,유수홀딩스,000700,KOSPI,6180,4.22,거래량 전일 3배↑; 장대양봉(몸통 70%+),monitoring
A,11,세아특수강,019440,KOSPI,16110,3.4,거래량 전일 3배↑,monitoring
A,11,대주산업,003310,KOSDAQ,1673,8.99,거래량 전일 3배↑; 20일 고점 근접; 장대양봉(몸통 70%+),monitoring
A,11,비씨월드제약,200780,KOSDAQ,5230,6.73,거래량 전일 3배↑; 장대양봉(몸통 70%+),monitoring
A,11,에스지헬스케어,398120,KOSDAQ,3255,6.03,거래량 전일 3배↑; 장대양봉(몸통 70%+); VCP(변동성 축소 후 거래량 회복),monitoring
A,11,한진칼우,18064K,KOSPI,37800,6.03,20일 고점 돌파; 장대양봉(몸통 70%+); VCP(변동성 축소 후 거래량 회복),monitoring
A,11,교보16호스팩,482520,KOSDAQ,2095,209499999999999.97,거래량 전일 3배↑; 20일 고점 근접; 장대양봉(몸통 70%+),monitoring
A,10,HD현대미포,010620,KOSPI,223000,2.23e+16,거래량 전일 3배↑; 장대양봉(몸통 70%+),monitoring
A,10,삼영전자,005680,KOSPI,10770,2.47,거래량 전일 3배↑; 20일 고점 근접,monitoring
A,10,엑셈,205100,KOSDAQ,2125,8.42,거래량 전일 3배↑; 장대양봉(몸통 70%+),initial
A,10,케이피에프,024880,KOSDAQ,5670,5.78,거래량 전일 3배↑; 20일 고점 근접; 장대양봉(몸통 70%+),monitoring
A,10,엑시큐어하이트론,019490,KOSPI,541,54099999999999.99,거래량 전일 3배↑; 장대양봉(몸통 70%+),monitoring
A,10,일정실업,008500,KOSPI,18550,1855000000000000.0,거래량 전일 3배↑; 장대양봉(몸통 70%+),monitoring
A,10,아이톡시,052770,KOSDAQ,247,24700000000000.0,거래량 전일 3배↑; 장대양봉(몸통 70%+),monitoring
A,9,한화시스템,272210,KOSPI,51900,7.45,거래량 전일 3배↑,monitoring
A,9,쎄트렉아이,099320,KOSDAQ,56800,6.97,거래량 전일 3배↑,monitoring
A,9,경방,000050,KOSPI,11010,12.0,20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,9,대원전선,006340,KOSPI,3930,10.39,거래량 전일 3배↑; 장대양봉(몸통 70%+); VCP(변동성 축소 후 거래량 회복),monitoring
A,9,세방,004360,KOSPI,15360,2.4,거래량 전일 3배↑,monitoring
A,9,유니슨,018000,KOSDAQ,1265,4.55,거래량 전일 3배↑,monitoring
A,9,미원화학,134380,KOSPI,94100,0.11,20일 고점 돌파; VCP(변동성 축소 후 거래량 회복),monitoring
A,9,뉴엔AI,463020,KOSDAQ,19480,8.22,거래량 전일 3배↑,monitoring
A,9,HS화성,002460,KOSPI,13600,3.74,20일 고점 돌파,monitoring
A,9,액트로,290740,KOSDAQ,8370,9.55,거래량 전일 3배↑,monitoring
A,9,크라우드웍스,355390,KOSDAQ,5360,9.39,거래량 전일 3배↑,monitoring
A,9,대원전선우,006345,KOSPI,3775,5.59,거래량 전일 3배↑; 장대양봉(몸통 70%+); VCP(변동성 축소 후 거래량 회복),monitoring
A,9,유유제약2우B,000227,KOSPI,11100,0.73,거래량 전일 3배↑; 20일 고점 근접,monitoring
A,8,비에이치아이,083650,KOSDAQ,60600,14.12,장대양봉(몸통 70%+),monitoring
A,8,클로봇,466100,KOSDAQ,63000,23.53,20일 고점 근접; 장대양봉(몸통 70%+),monitoring
A,8,현대무벡스,319400,KOSDAQ,11460,11.05,20일 고점 근접; 장대양봉(몸통 70%+),monitoring
A,8,명인제약,317450,KOSPI,76800,6.22,장대양봉(몸통 70%+),monitoring
A,8,휴림로봇,090710,KOSDAQ,5850,4.84,장대양봉(몸통 70%+); VCP(변동성 축소 후 거래량 회복),monitoring
A,8,삼표시멘트,038500,KOSDAQ,5380,13.14,20일 고점 돌파,monitoring
A,8,퍼시스,016800,KOSPI,47300,2.71,다중 조건 충족,monitoring
A,8,피노,033790,KOSDAQ,6460,5.04,장대양봉(몸통 70%+); VCP(변동성 축소 후 거래량 회복),monitoring
A,8,에이치브이엠,295310,KOSDAQ,31300,5.39,거래량 전일 3배↑,monitoring
A,8,나우로보틱스,459510,KOSDAQ,24500,7.93,장대양봉(몸통 70%+),monitoring
A,8,SG,255220,KOSDAQ,2710,3.04,거래량 전일 3배↑,monitoring
A,8,해성산업,034810,KOSDAQ,8420,3.57,거래량 전일 3배↑,monitoring
A,8,소룩스,290690,KOSDAQ,5530,15.69,거래량 전일 3배↑,monitoring
A,8,대동,000490,KOSPI,9950,2.9,거래량 전일 3배↑; 20일 고점 근접,monitoring
A,8,씨에스베어링,297090,KOSDAQ,6720,3.38,20일 고점 근접; VCP(변동성 축소 후 거래량 회복),monitoring
A,8,동양고속,084670,KOSPI,60900,6090000000000000.0,20일 고점 돌파; 장대양봉(몸통 70%+),monitoring
A,8,메디아나,041920,KOSDAQ,9350,21.43,장대양봉(몸통 70%+),monitoring
A,8,유화증권,003460,KOSPI,2860,1.24,20일 고점 돌파,monitoring
A,8,파세코,037070,KOSDAQ,7880,1.81,20일 고점 돌파,monitoring
A,8,엠디바이스,226590,KOSDAQ,13890,9.03,거래량 전일 3배↑,monitoring
A,8,켄코아에어로스페이스,274090,KOSDAQ,10890,0.93,거래량 전일 3배↑,monitoring
A,8,동국S&C,100130,KOSDAQ,2095,3.2,20일 고점 근접,monitoring
A,8,레이,228670,KOSDAQ,6640,9.39,거래량 전일 3배↑; VCP(변동성 축소 후 거래량 회복),monitoring
A,8,진흥기업,002780,KOSPI,717,6.54,거래량 전일 3배↑,monitoring
A,8,SG글로벌,001380,KOSPI,1935,3.31,20일 고점 근접; VCP(변동성 축소 후 거래량 회복),monitoring
A,8,아이엘,307180,KOSDAQ,2995,5.27,거래량 전일 3배↑,monitoring
A,8,일월지엠엘,178780,KOSDAQ,3000,2.04,거래량 전일 3배↑; VCP(변동성 축소 후 거래량 회복),monitoring
A,8,서원,021050,KOSPI,1067,1.43,거래량 전일 3배↑,monitoring
A,8,서진오토모티브,122690,KOSDAQ,2175,12.35,거래량 전일 3배↑,monitoring
A,8,컬러레이,900310,KOSDAQ,599,2.22,거래량 전일 3배↑,monitoring
A,8,세방우,004365,KOSPI,9420,0.96,거래량 전일 3배↑; 20일 고점 근접; VCP(변동성 축소 후 거래량 회복),monitoring
A,8,소프트센,032680,KOSDAQ,308,4.41,거래량 전일 3배↑,monitoring
A,8,엑스큐어,070300,KOSDAQ,1303,4.49,거래량 전일 3배↑; VCP(변동성 축소 후 거래량 회복),monitoring
A,8,KS인더스트리,101000,KOSDAQ,874,14.1,거래량 전일 3배↑,monitoring
A,8,THE E&M,089230,KOSDAQ,997,4.4,거래량 전일 3배↑,monitoring
A,8,플라즈맵,405000,KOSDAQ,6820,4.44,거래량 전일 3배↑; VCP(변동성 축소 후 거래량 회복),monitoring
A,8,티피씨글로벌,130740,KOSDAQ,1823,1.39,거래량 전일 3배↑,monitoring
A,8,에스케이증권제9호스팩,455910,KOSDAQ,2095,0.24,거래량 전일 3배↑; 20일 고점 근접; VCP(변동성 축소 후 거래량 회복),monitoring
A,7,한국항공우주,047810,KOSPI,115800,4.32,VCP(변동성 축소 후 거래량 회복),monitoring
A,7,KT,030200,KOSPI,52900,2.52,20일 고점 근접,monitoring
A,7,현대건설,000720,KOSPI,77100,2.8,20일 고점 근접,monitoring
A,7,한진칼,180640,KOSPI,121100,8.42,20일 고점 근접; 장대양봉(몸통 70%+),monitoring
A,7,코리안리,003690,KOSPI,11900,4.11,20일 고점 근접; 장대양봉(몸통 70%+),monitoring
A,7,다우기술,023590,KOSPI,40200,7.92,장대양봉(몸통 70%+),monitoring
A,7,대신증권,003540,KOSPI,28400,6.17,장대양봉(몸통 70%+),monitoring
A,7,스피어,347700,KOSDAQ,11820,7.45,다중 조건 충족,monitoring
A,7,솔트룩스,304100,KOSDAQ,31850,2.91,다중 조건 충족,monitoring
A,7,에이스침대,003800,KOSDAQ,32250,3.7,거래량 전일 3배↑,monitoring
A,7,코람코더원리츠,417310,KOSPI,8050,3.34,다중 조건 충족,initial
A,7,TYM,002900,KOSPI,6570,2.82,다중 조건 충족,monitoring
A,7,아주IB투자,027360,KOSDAQ,2365,1.5,거래량 전일 3배↑,monitoring
A,7,비츠로테크,042370,KOSDAQ,9100,2.82,다중 조건 충족,monitoring
A,7,CR홀딩스,000480,KOSPI,5040,0.2,거래량 전일 3배↑; 20일 고점 근접,monitoring
A,7,나무가,190510,KOSDAQ,16550,4.09,장대양봉(몸통 70%+),monitoring
A,7,피앤에스로보틱스,460940,KOSDAQ,13740,12.62,거래량 전일 3배↑,monitoring
A,7,와이즈넛,096250,KOSDAQ,12900,7.32,20일 고점 근접; 장대양봉(몸통 70%+),monitoring
A,7,강스템바이오텍,217730,KOSDAQ,1697,-0.59,거래량 전일 3배↑,monitoring
A,7,오성첨단소재,052420,KOSDAQ,1580,1.02,거래량 전일 3배↑,monitoring
A,7,제이엘케이,322510,KOSDAQ,6000,27.12,장대양봉(몸통 70%+),monitoring
A,7,CG인바이츠,083790,KOSDAQ,1572,-0.51,거래량 전일 3배↑; VCP(변동성 축소 후 거래량 회복),monitoring
A,7,인천도시가스,034590,KOSPI,26600,0.0,거래량 전일 3배↑; 20일 고점 근접; VCP(변동성 축소 후 거래량 회복),monitoring
A,7,큐라티스,348080,KOSDAQ,1430,8.42,장대양봉(몸통 70%+),monitoring
A,7,오르비텍,046120,KOSDAQ,4255,5.06,20일 고점 근접; 장대양봉(몸통 70%+); VCP(변동성 축소 후 거래량 회복),monitoring
A,7,성도이엔지,037350,KOSDAQ,6430,2.88,다중 조건 충족,monitoring
A,7,엔지켐생명과학,183490,KOSDAQ,1140,6.24,거래량 전일 3배↑,monitoring
A,7,태양금속,004100,KOSPI,2520,2.86,다중 조건 충족,monitoring
A,7,무림페이퍼,009200,KOSPI,2060,0.98,거래량 전일 3배↑,monitoring
A,7,아이디피,332370,KOSDAQ,4980,-0.4,거래량 전일 3배↑; VCP(변동성 축소 후 거래량 회복),monitoring
A,7,현대건설우,000725,KOSPI,58500,2.81,VCP(변동성 축소 후 거래량 회복),monitoring
A,7,PN풍년,024940,KOSDAQ,5890,4.99,장대양봉(몸통 70%+),monitoring
A,7,다산디엠씨,208860,KOSDAQ,1409,5.15,거래량 전일 3배↑,monitoring
A,7,아이윈플러스,123010,KOSDAQ,1387,3.35,다중 조건 충족,monitoring
A,7,손오공,066910,KOSDAQ,698,7.72,거래량 전일 3배↑,initial
A,7,위즈코프,038620,KOSDAQ,589,1.55,20일 고점 근접; VCP(변동성 축소 후 거래량 회복),monitoring
A,7,큐캐피탈,016600,KOSDAQ,247,1.23,거래량 전일 3배↑,monitoring
A,7,링크드,193250,KOSDAQ,418,0.97,거래량 전일 3배↑,monitoring
A,7,에스폴리텍,050760,KOSDAQ,1415,0.86,다중 조건 충족,monitoring
A,7,씨엑스아이,900120,KOSDAQ,560,0.18,거래량 전일 3배↑; VCP(변동성 축소 후 거래량 회복),initial
A,7,인베니아,079950,KOSDAQ,1727,-8.04,거래량 전일 3배↑,monitoring
A,7,디비금융제14호스팩,0004Y0,KOSDAQ,2030,0.74,거래량 전일 3배↑; 20일 고점 근접,monitoring
A,7,IBKS제24호스팩,469480,KOSDAQ,2225,0.45,거래량 전일 3배↑,monitoring
A,7,에스케이증권제12호스팩,473000,KOSDAQ,2050,0.0,거래량 전일 3배↑; 20일 고점 근접; VCP(변동성 축소 후 거래량 회복),monitoring
A,7,하나33호스팩,475250,KOSDAQ,2100,0.72,20일 고점 근접,monitoring
A,6,LG,003550,KOSPI,83800,1.7,다중 조건 충족,monitoring
A,6,한국금융지주,071050,KOSPI,166000,4.4,장대양봉(몸통 70%+),monitoring
A,6,삼성카드,029780,KOSPI,59400,7.03,20일 고점 근접; 장대양봉(몸통 70%+),monitoring
A,6,시프트업,462870,KOSPI,38950,2.5,VCP(변동성 축소 후 거래량 회복),monitoring
A,6,세아베스틸지주,001430,KOSPI,41100,3.79,VCP(변동성 축소 후 거래량 회복),monitoring
A,6,SK오션플랜트,100090,KOSPI,19660,4.02,다중 조건 충족,monitoring
A,6,코오롱,002020,KOSPI,54100,6.5,장대양봉(몸통 70%+); VCP(변동성 축소 후 거래량 회복),monitoring
A,6,LX홀딩스,383800,KOSPI,8275,1.29,다중 조건 충족,monitoring
A,6,지엔씨에너지,119850,KOSDAQ,34200,3.64,VCP(변동성 축소 후 거래량 회복),monitoring
A,6,현대차3우B,005389,KOSPI,204000,1.75,다중 조건 충족,monitoring
A,6,동국제강,460860,KOSPI,8660,1.88,다중 조건 충족,monitoring
A,6,씨메스,475400,KOSDAQ,37225,6.21,VCP(변동성 축소 후 거래량 회복),monitoring
A,6,SBS,034120,KOSPI,19800,0.56,다중 조건 충족,monitoring
A,6,석경에이티,357550,KOSDAQ,65100,2.36,VCP(변동성 축소 후 거래량 회복),initial
A,6,일신방직,003200,KOSPI,13980,3.17,다중 조건 충족,initial
A,6,유진기업,023410,KOSDAQ,3660,1.95,20일 고점 근접,monitoring
A,6,보성파워텍,006910,KOSDAQ,5620,5.24,다중 조건 충족,monitoring
A,6,헥토이노베이션,214180,KOSDAQ,16760,0.96,20일 고점 근접,monitoring
A,6,아이씨티케이,456010,KOSDAQ,15350,4.42,장대양봉(몸통 70%+); VCP(변동성 축소 후 거래량 회복),monitoring
A,6,상신이디피,091580,KOSDAQ,15270,6.12,다중 조건 충족,monitoring
A,6,원익피앤이,217820,KOSDAQ,3975,5.72,다중 조건 충족,initial
A,6,대한화섬,003830,KOSPI,122400,1.49,20일 고점 근접,monitoring
A,6,삼보판지,023600,KOSDAQ,9540,1.17,다중 조건 충족,initial
A,6,신라교역,004970,KOSPI,9390,1.19,다중 조건 충족,monitoring
