code,name,market,first_detected,last_detected
024840,KBI메탈,KOSDAQ,2025-12-12,2025-12-12
900260,로스웰,KOSDAQ,2025-12-12,2025-12-12
032960,동일기연,KOSDAQ,2025-12-12,2025-12-12
053270,구영테크,KOSDAQ,2025-12-12,2025-12-12
024940,PN풍년,KOSDAQ,2025-12-12,2025-12-12
066130,하츠,KOSDAQ,2025-12-12,2025-12-12
051490,나라엠앤디,KOSDAQ,2025-12-12,2025-12-12
099520,DGI,KOSDAQ,2025-12-12,2025-12-12
025530,SJM홀딩스,KOSPI,2025-12-12,2025-12-12
003310,대주산업,KOSDAQ,2025-12-12,2025-12-12
245620,EDGC,KOSDAQ,2025-12-12,2025-12-12
046970,우리로,KOSDAQ,2025-12-12,2025-12-12
024950,삼천리자전거,KOSDAQ,2025-12-12,2025-12-12
474610,RF시스템즈,KOSDAQ,2025-12-12,2025-12-12
053620,태양,KOSDAQ,2025-12-12,2025-12-12
002920,유성기업,KOSPI,2025-12-12,2025-12-12
012160,영흥,KOSPI,2025-12-12,2025-12-12
069730,DSR제강,KOSPI,2025-12-12,2025-12-12
217480,에스디생명공학,KOSDAQ,2025-12-12,2025-12-12
023350,한국종합기술,KOSPI,2025-12-12,2025-12-12
007610,선도전기,KOSPI,2025-12-12,2025-12-12
036180,지더블유바이텍,KOSDAQ,2025-12-12,2025-12-12
046310,백금T&A,KOSDAQ,2025-12-12,2025-12-12
002410,범양건영,KOSPI,2025-12-12,2025-12-12
178780,일월지엠엘,KOSDAQ,2025-12-12,2025-12-12
021880,메이슨캐피탈,KOSDAQ,2025-12-12,2025-12-12
049830,승일,KOSDAQ,2025-12-12,2025-12-12
294090,이오플로우,KOSDAQ,2025-12-12,2025-12-12
096610,알에프세미,KOSDAQ,2025-12-12,2025-12-12
039290,인포뱅크,KOSDAQ,2025-12-12,2025-12-12
021050,서원,KOSPI,2025-12-12,2025-12-12
200780,비씨월드제약,KOSDAQ,2025-12-12,2025-12-12
010600,웰바이오텍,KOSPI,2025-12-12,2025-12-12
37550K,DL이앤씨우,KOSPI,2025-12-12,2025-12-12
273060,와이즈버즈,KOSDAQ,2025-12-12,2025-12-12
357430,마스턴프리미어리츠,KOSPI,2025-12-12,2025-12-12
012280,영화금속,KOSPI,2025-12-12,2025-12-12
003465,유화증권우,KOSPI,2025-12-12,2025-12-12
122350,삼기,KOSDAQ,2025-12-12,2025-12-12
122690,서진오토모티브,KOSDAQ,2025-12-12,2025-12-12
082660,코스나인,KOSDAQ,2025-12-12,2025-12-12
208860,다산디엠씨,KOSDAQ,2025-12-12,2025-12-12
014570,고려제약,KOSDAQ,2025-12-12,2025-12-12
023960,에쓰씨엔지니어링,KOSPI,2025-12-12,2025-12-12
140520,대창스틸,KOSDAQ,2025-12-12,2025-12-12
020760,일진디스플,KOSPI,2025-12-12,2025-12-12
204020,그리티,KOSDAQ,2025-12-12,2025-12-12
418250,시큐레터,KOSDAQ,2025-12-12,2025-12-12
038620,위즈코프,KOSDAQ,2025-12-12,2025-12-12
123010,아이윈플러스,KOSDAQ,2025-12-12,2025-12-12
104200,NHN벅스,KOSDAQ,2025-12-12,2025-12-12
006050,국영지앤엠,KOSDAQ,2025-12-12,2025-12-12
016600,큐캐피탈,KOSDAQ,2025-12-12,2025-12-12
019770,서연탑메탈,KOSDAQ,2025-12-12,2025-12-12
406820,뷰티스킨,KOSDAQ,2025-12-12,2025-12-12
075970,동국알앤에스,KOSDAQ,2025-12-12,2025-12-12
033540,파라텍,KOSDAQ,2025-12-12,2025-12-12
008420,문배철강,KOSPI,2025-12-12,2025-12-12
079000,와토스코리아,KOSDAQ,2025-12-12,2025-12-12
048770,TPC,KOSDAQ,2025-12-12,2025-12-12
019490,엑시큐어하이트론,KOSPI,2025-12-12,2025-12-12
188040,바이오포트,KOSDAQ,2025-12-12,2025-12-12
024120,KB오토시스,KOSDAQ,2025-12-12,2025-12-12
022220,티케이지애강,KOSDAQ,2025-12-12,2025-12-12
119500,포메탈,KOSDAQ,2025-12-12,2025-12-12
049800,우진플라임,KOSPI,2025-12-12,2025-12-12
005030,부산주공,KOSPI,2025-12-12,2025-12-12
021650,한국큐빅,KOSDAQ,2025-12-12,2025-12-12
306040,에스제이그룹,KOSDAQ,2025-12-12,2025-12-12
900310,컬러레이,KOSDAQ,2025-12-12,2025-12-12
074610,이엔플러스,KOSPI,2025-12-12,2025-12-12
276040,스코넥,KOSDAQ,2025-12-12,2025-12-12
222980,한국맥널티,KOSDAQ,2025-12-12,2025-12-12
398120,에스지헬스케어,KOSDAQ,2025-12-12,2025-12-12
012620,원일특강,KOSDAQ,2025-12-12,2025-12-12
068940,셀피글로벌,KOSDAQ,2025-12-12,2025-12-12
066360,체리부로,KOSDAQ,2025-12-12,2025-12-12
089140,넥스턴앤롤코리아,KOSDAQ,2025-12-12,2025-12-12
004365,세방우,KOSPI,2025-12-12,2025-12-12
001070,대한방직,KOSPI,2025-12-12,2025-12-12
001140,국보,KOSPI,2025-12-12,2025-12-12
290560,신시웨이,KOSDAQ,2025-12-12,2025-12-12
004270,남성,KOSPI,2025-12-12,2025-12-12
090150,아이윈,KOSDAQ,2025-12-12,2025-12-12
009460,한창제지,KOSPI,2025-12-12,2025-12-12
032680,소프트센,KOSDAQ,2025-12-12,2025-12-12
131090,시큐브,KOSDAQ,2025-12-12,2025-12-12
451700,엔에이치스팩29호,KOSDAQ,2025-12-12,2025-12-12
070300,엑스큐어,KOSDAQ,2025-12-12,2025-12-12
246250,에스엘에스바이오,KOSDAQ,2025-12-12,2025-12-12
240600,유진테크놀로지,KOSDAQ,2025-12-12,2025-12-12
002025,코오롱우,KOSPI,2025-12-12,2025-12-12
331520,밸로프,KOSDAQ,2025-12-12,2025-12-12
187220,디티앤씨,KOSDAQ,2025-12-12,2025-12-12
101000,KS인더스트리,KOSDAQ,2025-12-12,2025-12-12
317240,TS트릴리온,KOSDAQ,2025-12-12,2025-12-12
065650,하이퍼코퍼레이션,KOSDAQ,2025-12-12,2025-12-12
258830,세종메디칼,KOSDAQ,2025-12-12,2025-12-12
217620,선샤인푸드,KOSDAQ,2025-12-12,2025-12-12
464680,KB제27호스팩,KOSDAQ,2025-12-12,2025-12-12
067730,로지시스,KOSDAQ,2025-12-12,2025-12-12
193250,링크드,KOSDAQ,2025-12-12,2025-12-12
089230,THE E&M,KOSDAQ,2025-12-12,2025-12-12
005110,한창,KOSPI,2025-12-12,2025-12-12
347770,핌스,KOSDAQ,2025-12-12,2025-12-12
405000,플라즈맵,KOSDAQ,2025-12-12,2025-12-12
192390,윈하이텍,KOSDAQ,2025-12-12,2025-12-12
002210,동성제약,KOSPI,2025-12-12,2025-12-12
900100,애머릿지,KOSDAQ,2025-12-12,2025-12-12
204630,스튜디오산타클로스,KOSDAQ,2025-12-12,2025-12-12
139050,BF랩스,KOSDAQ,2025-12-12,2025-12-12
005257,녹십자홀딩스2우,KOSPI,2025-12-12,2025-12-12
448760,IBKS제22호스팩,KOSDAQ,2025-12-12,2025-12-12
002355,넥센타이어1우B,KOSPI,2025-12-12,2025-12-12
019685,대교우B,KOSPI,2025-12-12,2025-12-12
196700,웹스,KOSDAQ,2025-12-12,2025-12-12
002680,한탑,KOSDAQ,2025-12-12,2025-12-12
065150,대산F&B,KOSDAQ,2025-12-12,2025-12-12
001685,대상우,KOSPI,2025-12-12,2025-12-12
050760,에스폴리텍,KOSDAQ,2025-12-12,2025-12-12
053060,세동,KOSDAQ,2025-12-12,2025-12-12
008500,일정실업,KOSPI,2025-12-12,2025-12-12
080720,한국유니온제약,KOSDAQ,2025-12-12,2025-12-12
230980,비유테크놀러지,KOSDAQ,2025-12-12,2025-12-12
130740,티피씨글로벌,KOSDAQ,2025-12-12,2025-12-12
18064K,한진칼우,KOSPI,2025-12-12,2025-12-12
020400,대동금속,KOSDAQ,2025-12-12,2025-12-12
466910,엔에이치스팩30호,KOSDAQ,2025-12-12,2025-12-12
032980,바이온,KOSDAQ,2025-12-12,2025-12-12
009440,KC그린홀딩스,KOSPI,2025-12-12,2025-12-12
060480,국일신동,KOSDAQ,2025-12-12,2025-12-12
000087,하이트진로2우B,KOSPI,2025-12-12,2025-12-12
241820,피씨엘,KOSDAQ,2025-12-12,2025-12-12
001795,대한제당우,KOSPI,2025-12-12,2025-12-12
106520,노블엠앤비,KOSDAQ,2025-12-12,2025-12-12
457630,대신밸런스제16호스팩,KOSDAQ,2025-12-12,2025-12-12
227100,퀀텀온,KOSDAQ,2025-12-12,2025-12-12
052770,아이톡시,KOSDAQ,2025-12-12,2025-12-12
473050,유안타제15호스팩,KOSDAQ,2025-12-12,2025-12-12
145995,삼양사우,KOSPI,2025-12-12,2025-12-12
140910,에이리츠,KOSPI,2025-12-12,2025-12-12
352770,셀레스트라,KOSDAQ,2025-12-12,2025-12-12
030350,드래곤플라이,KOSDAQ,2025-12-12,2025-12-12
471050,대신밸런스제17호스팩,KOSDAQ,2025-12-12,2025-12-12
004255,NPC우,KOSPI,2025-12-12,2025-12-12
001067,JW중외제약2우B,KOSPI,2025-12-12,2025-12-12
03481K,해성산업1우,KOSDAQ,2025-12-12,2025-12-12
054180,메디콕스,KOSDAQ,2025-12-12,2025-12-12
054630,에이디칩스,KOSDAQ,2025-12-12,2025-12-12
482520,교보16호스팩,KOSDAQ,2025-12-12,2025-12-12
0037T0,KB제32호스팩,KOSDAQ,2025-12-12,2025-12-12
065570,삼영이엔씨,KOSDAQ,2025-12-12,2025-12-12
474660,신한제12호스팩,KOSDAQ,2025-12-12,2025-12-12
174880,장원테크,KOSDAQ,2025-12-12,2025-12-12
060240,스타코링크,KOSDAQ,2025-12-12,2025-12-12
477470,미래에셋비전스팩5호,KOSDAQ,2025-12-12,2025-12-12
496070,신한제16호스팩,KOSDAQ,2025-12-12,2025-12-12
489210,교보17호스팩,KOSDAQ,2025-12-12,2025-12-12
474490,유안타제16호스팩,KOSDAQ,2025-12-12,2025-12-12
446150,유안타제12호스팩,KOSDAQ,2025-12-12,2025-12-12
486630,KB제30호스팩,KOSDAQ,2025-12-12,2025-12-12
0004Y0,디비금융제14호스팩,KOSDAQ,2025-12-12,2025-12-12
244460,올리패스,KOSDAQ,2025-12-12,2025-12-12
478110,이베스트스팩6호,KOSDAQ,2025-12-12,2025-12-12
455910,에스케이증권제9호스팩,KOSDAQ,2025-12-12,2025-12-12
079950,인베니아,KOSDAQ,2025-12-12,2025-12-12
006345,대원전선우,KOSPI,2025-12-12,2025-12-12
467930,IBKS제23호스팩,KOSDAQ,2025-12-12,2025-12-12
469480,IBKS제24호스팩,KOSDAQ,2025-12-12,2025-12-12
465320,교보15호스팩,KOSDAQ,2025-12-12,2025-12-12
487830,신한제15호스팩,KOSDAQ,2025-12-12,2025-12-12
456490,교보14호스팩,KOSDAQ,2025-12-12,2025-12-12
001515,SK증권우,KOSPI,2025-12-12,2025-12-12
475250,하나33호스팩,KOSDAQ,2025-12-12,2025-12-12
473370,비엔케이제2호스팩,KOSDAQ,2025-12-12,2025-12-12
472230,에스케이증권제11호스팩,KOSDAQ,2025-12-12,2025-12-12
26490K,크라운제과우,KOSPI,2025-12-12,2025-12-12
457940,에스케이증권제10호스팩,KOSDAQ,2025-12-12,2025-12-12
473000,에스케이증권제12호스팩,KOSDAQ,2025-12-12,2025-12-12
079970,투비소프트,KOSDAQ,2025-12-12,2025-12-12
475240,하나32호스팩,KOSDAQ,2025-12-12,2025-12-12
007575,일양약품우,KOSPI,2025-12-12,2025-12-12
043090,더테크놀로지,KOSDAQ,2025-12-12,2025-12-12
101390,아이엠,KOSDAQ,2025-12-12,2025-12-12
000227,유유제약2우B,KOSPI,2025-12-12,2025-12-12
395400,SK리츠,KOSPI,2025-12-12,2025-12-12
032190,다우데이타,KOSDAQ,2025-12-12,2025-12-12
052400,코나아이,KOSDAQ,2025-12-12,2025-12-12
228760,지노믹트리,KOSDAQ,2025-12-12,2025-12-12
041960,코미팜,KOSDAQ,2025-12-12,2025-12-12
189300,인텔리안테크,KOSDAQ,2025-12-12,2025-12-12
058650,세아홀딩스,KOSPI,2025-12-12,2025-12-12
016610,DB증권,KOSPI,2025-12-12,2025-12-12
128820,대성산업,KOSPI,2025-12-12,2025-12-12
043260,성호전자,KOSDAQ,2025-12-12,2025-12-12
357550,석경에이티,KOSDAQ,2025-12-12,2025-12-12
025860,남해화학,KOSPI,2025-12-12,2025-12-12
017390,서울가스,KOSPI,2025-12-12,2025-12-12
417310,코람코더원리츠,KOSPI,2025-12-12,2025-12-12
003200,일신방직,KOSPI,2025-12-12,2025-12-12
474650,링크솔루션,KOSDAQ,2025-12-12,2025-12-12
377460,위니아에이드,KOSDAQ,2025-12-12,2025-12-12
067390,아스트,KOSDAQ,2025-12-12,2025-12-12
001230,동국홀딩스,KOSPI,2025-12-12,2025-12-12
054210,이랜텍,KOSDAQ,2025-12-12,2025-12-12
095570,AJ네트웍스,KOSPI,2025-12-12,2025-12-12
009070,KCTC,KOSPI,2025-12-12,2025-12-12
053690,한미글로벌,KOSPI,2025-12-12,2025-12-12
038390,레드캡투어,KOSDAQ,2025-12-12,2025-12-12
001250,GS글로벌,KOSPI,2025-12-12,2025-12-12
217820,원익피앤이,KOSDAQ,2025-12-12,2025-12-12
405100,큐알티,KOSDAQ,2025-12-12,2025-12-12
023910,대한약품,KOSDAQ,2025-12-12,2025-12-12
138080,오이솔루션,KOSDAQ,2025-12-12,2025-12-12
337930,젝시믹스,KOSDAQ,2025-12-12,2025-12-12
023600,삼보판지,KOSDAQ,2025-12-12,2025-12-12
205100,엑셈,KOSDAQ,2025-12-12,2025-12-12
101170,우림피티에스,KOSDAQ,2025-12-12,2025-12-12
003100,선광,KOSDAQ,2025-12-12,2025-12-12
354320,알멕,KOSDAQ,2025-12-12,2025-12-12
058850,KTcs,KOSPI,2025-12-12,2025-12-12
147830,제룡산업,KOSDAQ,2025-12-12,2025-12-12
033290,코웰패션,KOSDAQ,2025-12-12,2025-12-12
059270,해성에어로보틱스,KOSDAQ,2025-12-12,2025-12-12
041930,동아화성,KOSDAQ,2025-12-12,2025-12-12
082850,우리바이오,KOSDAQ,2025-12-12,2025-12-12
023800,인지컨트롤스,KOSPI,2025-12-12,2025-12-12
119650,KC코트렐,KOSPI,2025-12-12,2025-12-12
452400,이닉스,KOSDAQ,2025-12-12,2025-12-12
036640,HRS,KOSDAQ,2025-12-12,2025-12-12
007590,동방아그로,KOSPI,2025-12-12,2025-12-12
159580,제로투세븐,KOSDAQ,2025-12-12,2025-12-12
175250,아이큐어,KOSDAQ,2025-12-12,2025-12-12
013870,지엠비코리아,KOSPI,2025-12-12,2025-12-12
039240,경남스틸,KOSDAQ,2025-12-12,2025-12-12
019990,에너토크,KOSDAQ,2025-12-12,2025-12-12
120115,코오롱인더우,KOSPI,2025-12-12,2025-12-12
004410,서울식품,KOSPI,2025-12-12,2025-12-12
322780,코퍼스코리아,KOSDAQ,2025-12-12,2025-12-12
173940,에프엔씨엔터,KOSDAQ,2025-12-12,2025-12-12
001620,케이비아이동국실업,KOSPI,2025-12-12,2025-12-12
109080,옵티시스,KOSDAQ,2025-12-12,2025-12-12
256150,한독크린텍,KOSDAQ,2025-12-12,2025-12-12
066910,손오공,KOSDAQ,2025-12-12,2025-12-12
126640,화신정공,KOSDAQ,2025-12-12,2025-12-12
353590,오토앤,KOSDAQ,2025-12-12,2025-12-12
130500,GH신소재,KOSDAQ,2025-12-12,2025-12-12
446070,유니드비티플러스,KOSPI,2025-12-12,2025-12-12
196450,코아시아씨엠,KOSDAQ,2025-12-12,2025-12-12
284620,카이노스메드,KOSDAQ,2025-12-12,2025-12-12
013000,세우글로벌,KOSPI,2025-12-12,2025-12-12
009140,경인전자,KOSPI,2025-12-12,2025-12-12
900110,이스트아시아홀딩스,KOSDAQ,2025-12-12,2025-12-12
047080,한빛소프트,KOSDAQ,2025-12-12,2025-12-12
257370,피엔티엠에스,KOSDAQ,2025-12-12,2025-12-12
054940,엑사이엔씨,KOSDAQ,2025-12-12,2025-12-12
001770,SHD,KOSPI,2025-12-12,2025-12-12
067770,세진티에스,KOSDAQ,2025-12-12,2025-12-12
900120,씨엑스아이,KOSDAQ,2025-12-12,2025-12-12
482680,미래에셋비전스팩7호,KOSDAQ,2025-12-12,2025-12-12
204210,스타에스엠리츠,KOSPI,2025-12-12,2025-12-12
032685,소프트센우,KOSDAQ,2025-12-12,2025-12-12
